t,Cent.Nivo,Cent.Treg,Cent.Teff_1_0,Peri.Nivo,Peri.Treg,Peri.Teff_1_0,Tum.Nivo,Tum.C1,Tum.Cp,Tum.APC,Tum.mAPC,Tum.Ckine_Mat,Tum.Treg,Tum.Teff_PD1,Tum.Teff_PD1_syn,Tum.Teff_PD1_Nivo,Tum.Teff_PD1_Nivo_syn,Tum.Teff_PD1_Nivo_PD1_syn,Tum.C1_PDL1_syn,Tum.C1_PDL2_syn,Tum.C1_PDL1_Teff_PD1,Tum.C1_PDL2_Teff_PD1,Tum.D1_0,Tum.Teff_1_0,Tum.Teff_exhausted,LN.Nivo,LN.APC,LN.mAPC,LN.nT_CD8,LN.nT_CD4,LN.aTreg_CD4,LN.Treg,LN.IL2,LN.Cp,LN.D1_0,LN.aT_1_0,LN.Teff_1_0,mAPC_Endo.Cp,mAPC_Endo.cpt,mAPC_Endo.M1,mAPC_Endo.cpt_M1,mAPC_Endo.D1_0,mAPC_Endo.p1_0,mAPC_Endo.p1_0_M1,mAPC_Surf.cpt_M1,mAPC_Surf.M1,mAPC_Surf.p1_0_M1,Cent.nT_CD8,Cent.nT_CD4,Tum.DAMP,Tum.C1_PDL1,Tum.C1_PDL2,LN.TCR_p1_0_M,mAPC_Surf.cpt_M,mAPC_Surf.p1_0_M
0,0,1.56555e+08,4.31173e+09,0,2.63524e+11,2.65872e+12,0,7.8109e+09,8.85972e-10,367091,69082.3,1.00737,1.21144e+07,60000,14989.5,0,0,0,67406.4,4381.42,25616.9,3967.93,3.26038e-10,5.44069e+07,2.71424e+08,0,2.51812e+07,1.38165e+07,3.94131e+09,6.71142e+09,1.42396e+07,1.10418e+08,292.616,3.18949e-09,1.17373e-09,6.63218e+06,1.13127e+09,4.11315e-23,3.94887e-24,9.99987e-20,4.90622e-24,1.51364e-23,1.45315e-24,1.80563e-24,1.63258e-20,1.33534e-23,8.89499e-21,3.03e+09,5.16e+09,1e-12,1.6e+06,104000,0,9831.4,5356.56
86400,9.19572e-06,1.56675e+08,4.31315e+09,1.73392e-07,2.63555e+11,2.6593e+12,2.24258e-06,7.66881e+09,2.20081e-07,223995,91321.4,0.136333,1.21145e+07,4.99419,0.0180502,59995,434.156,22068.1,93020.3,8348.4,3.00127,0.949166,8.09899e-08,5.69639e+07,2.68948e+08,3.12505e-07,2.51814e+07,1.39347e+07,3.94125e+09,6.71111e+09,1.46297e+07,1.13108e+08,2.9118e-07,5.2573e-07,1.93468e-07,6.71448e+06,1.14376e+09,9.98057e-21,9.85364e-22,8.49642e-20,1.02984e-21,3.67285e-21,3.62608e-22,3.79012e-22,3.3625e-20,2.47955e-23,1.52684e-20,3.03e+09,5.16e+09,1e-12,1.6e+06,104000,0,20248.9,9194.65
172800,7.66003e-06,1.57346e+08,4.31807e+09,2.77105e-07,2.63779e+11,2.66079e+12,1.88609e-06,7.5081e+09,2.62735e-07,189491,73360.1,0.0184507,1.21102e+07,5.93804,0.0196867,59994.1,398.386,22085.8,93020.1,8348.31,3.27337,1.03521,9.66866e-08,5.94528e+07,2.6641e+08,2.62836e-07,2.51816e+07,1.39779e+07,3.94102e+09,6.71004e+09,1.65067e+07,1.27184e+08,2.84638e-07,8.30059e-07,3.05462e-07,7.11485e+06,1.20973e+09,1.21292e-20,1.22311e-21,7.57245e-20,1.14883e-21,4.46353e-21,4.50096e-22,4.22806e-22,6.50799e-20,4.81159e-23,2.68801e-20,3.03e+09,5.16e+09,1e-12,1.6e+06,104000,0,39191.1,16187.2
259200,6.64885e-06,1.58656e+08,4.32828e+09,3.36253e-07,2.6446e+11,2.66442e+12,1.62156e-06,7.33657e+09,2.83102e-07,178772,67850.1,0.00249714,1.21015e+07,6.90663,0.021242,59993.1,369.454,22100.1,93019.8,8348.23,3.53197,1.11699,1.04181e-07,6.1772e+07,2.6391e+08,2.25965e-07,2.51818e+07,1.39788e+07,3.94077e+09,6.70883e+09,1.96201e+07,1.50991e+08,2.75004e-07,9.27277e-07,3.41238e-07,7.79195e+06,1.3235e+09,1.30933e-20,1.3283e-21,7.29716e-20,1.20239e-21,4.81833e-21,4.88808e-22,4.42518e-22,9.82305e-20,7.28477e-23,3.91499e-20,3.03e+09,5.16e+09,1e-12,1.6e+06,104000,0,59154.4,23576.1
345600,5.96081e-06,1.60595e+08,4.34482e+09,3.67881e-07,2.65786e+11,2.67117e+12,1.44253e-06,7.15483e+09,3.01291e-07,173113,65409.3,0.000338064,1.20888e+07,7.76366,0.0225298,59992.2,348.499,22110.4,93019.6,8348.16,3.74608,1.18469,1.10875e-07,6.39216e+07,2.61445e+08,2.01013e-07,2.51819e+07,1.39655e+07,3.94054e+09,6.70776e+09,2.35768e+07,1.81448e+08,2.64424e-07,9.74133e-07,3.58481e-07,8.67e+06,1.47199e+09,1.39387e-20,1.41836e-21,7.15557e-20,1.259e-21,5.12943e-21,5.2195e-22,4.6335e-22,1.32672e-19,9.85545e-23,5.193e-20,3.03e+09,5.16e+09,1e-12,1.6e+06,104000,0,79894.8,31272.3
432000,1.46712e-05,1.6315e+08,4.36842e+09,5.55947e-07,2.67883e+11,2.68171e+12,3.56012e-06,6.96337e+09,3.19859e-07,168390,63583.8,4.58716e-05,1.20721e+07,3.14602,0.014309,59996.9,546.287,22012.4,93020.9,8348.6,2.37923,0.752456,1.17708e-07,6.59236e+07,2.58996e+08,4.96097e-07,2.51821e+07,1.39443e+07,3.94035e+09,6.70685e+09,2.80947e+07,2.16333e+08,2.54282e-07,1.00983e-06,3.71618e-07,9.69296e+06,1.64553e+09,1.47989e-20,1.50977e-21,7.03511e-20,1.31762e-21,5.446e-21,5.55587e-22,4.84925e-22,1.68472e-19,1.25289e-22,6.52469e-20,3.03e+09,5.16e+09,1e-12,1.6e+06,104000,0,101454,39291.7
518400,1.27781e-05,1.66304e+08,4.39953e+09,6.6395e-07,2.70828e+11,2.6965e+12,3.11268e-06,6.76275e+09,3.39073e-07,163709,61825.8,6.33451e-06,1.20517e+07,3.59822,0.0153079,59996.4,511.047,22030,93020.8,8348.54,2.54532,0.804979,1.24779e-07,6.77636e+07,2.56577e+08,4.33753e-07,2.51823e+07,1.39165e+07,3.94018e+09,6.7061e+09,3.29691e+07,2.5404e+08,2.45464e-07,1.04167e-06,3.83335e-07,1.0819e+07,1.83691e+09,1.56891e-20,1.60461e-21,6.91724e-20,1.377e-21,5.77357e-21,5.90488e-22,5.06778e-22,2.05658e-19,1.53073e-22,7.91113e-20,3.03e+09,5.16e+09,1e-12,1.6e+06,104000,0,123847,47640.8
604800,1.14908e-05,1.70036e+08,4.43845e+09,7.21082e-07,2.74665e+11,2.71587e+12,2.77878e-06,6.55358e+09,3.5907e-07,158925,60005.1,9.90895e-07,1.20276e+07,4.03056,0.0162086,59996,482.952,22043.9,93020.6,8348.5,2.69508,0.852338,1.32138e-07,6.94389e+07,2.54192e+08,3.87215e-07,2.51825e+07,1.38822e+07,3.94005e+09,6.70547e+09,3.80494e+07,2.93386e+08,2.38519e-07,1.07071e-06,3.94022e-07,1.20162e+07,2.04061e+09,1.66152e-20,1.70362e-21,6.7993e-20,1.43709e-21,6.11438e-21,6.26922e-22,5.28896e-22,2.44236e-19,1.81913e-22,9.35274e-20,3.03e+09,5.16e+09,1e-12,1.6e+06,104000,0,147079,56322.2
691200,1.05788e-05,1.74325e+08,4.48534e+09,7.46918e-07,2.79414e+11,2.74001e+12,2.54421e-06,6.33643e+09,3.79987e-07,154141,58081.6,2.75195e-07,1.19998e+07,4.40213,0.0169448,59995.6,462.184,22054.2,93020.5,8348.46,2.81749,0.89105,1.39835e-07,7.09517e+07,2.5184e+08,3.54522e-07,2.51826e+07,1.38412e+07,3.93993e+09,6.70493e+09,4.32237e+07,3.33492e+08,2.33765e-07,1.09715e-06,4.0375e-07,1.32599e+07,2.25241e+09,1.75836e-20,1.80751e-21,6.68042e-20,1.49813e-21,6.47076e-21,6.65153e-22,5.51357e-22,2.84219e-19,2.11818e-22,1.08501e-19,3.03e+09,5.16e+09,1e-12,1.6e+06,104000,0,171157,65339
777600,1.90995e-05,1.79145e+08,4.54024e+09,9.2699e-07,2.85074e+11,2.76901e+12,4.61524e-06,6.11183e+09,4.02047e-07,149247,56149.2,1.86204e-07,1.19684e+07,2.42682,0.0125576,59997.6,621.422,21975.1,93021.2,8348.69,2.08802,0.660363,1.47953e-07,7.23167e+07,2.4951e+08,6.43118e-07,2.51828e+07,1.37933e+07,3.93983e+09,6.70447e+09,4.84087e+07,3.73704e+08,2.31359e-07,1.12113e-06,4.12576e-07,1.45309e+07,2.46901e+09,1.86044e-20,1.9174e-21,6.55978e-20,1.56054e-21,6.84643e-21,7.05592e-22,5.74328e-22,3.25626e-19,2.42802e-22,1.2404e-19,3.03e+09,5.16e+09,1e-12,1.6e+06,104000,0,196092,74696.6
864000,1.70394e-05,1.84471e+08,4.6031e+09,1.02576e-06,2.91635e+11,2.80293e+12,4.12722e-06,5.88035e+09,4.25366e-07,143979,54196.8,1.82447e-07,1.19332e+07,2.71376,0.0132837,59997.3,587.899,21991.8,93021.1,8348.65,2.20875,0.698544,1.56535e-07,7.35267e+07,2.4721e+08,5.75118e-07,2.5183e+07,1.37386e+07,3.93974e+09,6.70408e+09,5.35427e+07,4.13539e+08,2.31344e-07,1.14269e-06,4.20508e-07,1.58143e+07,2.68783e+09,1.96835e-20,2.03397e-21,6.43674e-20,1.62441e-21,7.24352e-21,7.48492e-22,5.97833e-22,3.68488e-19,2.74889e-22,1.40157e-19,3.03e+09,5.16e+09,1e-12,1.6e+06,104000,0,221904,84402.4
950400,1.56008e-05,1.90275e+08,4.67382e+09,1.07303e-06,2.99073e+11,2.84173e+12,3.75681e-06,5.64255e+09,4.50126e-07,138421,52157.2,1.90716e-07,1.18944e+07,2.98132,0.0139288,59997,561.012,22005.1,93021,8348.62,2.31601,0.732463,1.65647e-07,7.45807e+07,2.44943e+08,5.23492e-07,2.51832e+07,1.36772e+07,3.93966e+09,6.70373e+09,5.85804e+07,4.52639e+08,2.33686e-07,1.16172e-06,4.27513e-07,1.70983e+07,2.90686e+09,2.08288e-20,2.15817e-21,6.31098e-20,1.68995e-21,7.66501e-21,7.94195e-22,6.21953e-22,4.12837e-19,3.08102e-22,1.56865e-19,3.03e+09,5.16e+09,1e-12,1.6e+06,104000,0,248610,94464.1
1.0368e+06,1.45489e-05,1.96531e+08,4.75222e+09,1.08875e-06,3.07358e+11,2.88535e+12,3.48862e-06,5.399e+09,4.76558e-07,132677,50043.8,2.01185e-07,1.18518e+07,3.2105,0.0144586,59996.8,540.701,22015.2,93020.9,8348.59,2.4041,0.760322,1.75373e-07,7.54812e+07,2.42709e+08,4.86114e-07,2.51833e+07,1.36088e+07,3.9396e+09,6.70343e+09,6.34887e+07,4.90745e+08,2.38296e-07,1.17823e-06,4.33588e-07,1.83738e+07,3.12454e+09,2.20511e-20,2.29119e-21,6.18192e-20,1.75744e-21,8.11482e-21,8.43145e-22,6.46792e-22,4.5871e-19,3.4247e-22,1.7418e-19,3.03e+09,5.16e+09,1e-12,1.6e+06,104000,0,276235,104891
1.1232e+06,2.2938e-05,2.03211e+08,4.83811e+09,1.25865e-06,3.16457e+11,2.9337e+12,5.52816e-06,5.15024e+09,5.04994e-07,126793,47873.7,2.12644e-07,1.18053e+07,2.02607,0.0114669,59998,679.632,21946.1,93021.4,8348.74,1.90667,0.603011,1.85838e-07,7.62397e+07,2.40499e+08,7.70324e-07,2.51835e+07,1.35332e+07,3.93954e+09,6.70316e+09,6.82443e+07,5.27674e+08,2.45047e-07,1.19228e-06,4.3876e-07,1.96337e+07,3.33961e+09,2.33655e-20,2.43475e-21,6.04874e-20,1.82733e-21,8.5985e-21,8.95977e-22,6.72515e-22,5.06157e-19,3.78031e-22,1.92121e-19,3.03e+09,5.16e+09,1e-12,1.6e+06,104000,0,304808,115695
